Database,,,,,,,,,,,,,,,,,,
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4,,,,,,,,,,,
NPC_12_16,12,16,2,2,,顯示Hint_StageTrackerPopup,,FALSE,Block,Normal,,"HintController(""StageTrackerPopup"",true )",,,,The main goal will be divided into multiple smaller objectives.\nYou can confirm the current game objective at the top left of the game screen.,本遊戲將模擬背景的主要目標分成了多個小目標\r\n您能夠通過畫面左上角的區域得知當前的遊戲目標,597.3521;144.7369
NPC_12_17,12,17,2,2,,不顯示Hint_StageTrackerPopup&圖片bookOpen,,FALSE,Block,Normal,,"ShowImage(""bookOpen"")\nHintController(""StageTrackerPopup"",false )",,,,"Before we start complete the first objective,\nlet's confirm the story background together.",在開始解決第一個目標前\r\n讓我們一起來確認本次的故事背景吧,597.3521;194.7369
NPC_12_18,12,18,2,2,,圖片file,,FALSE,Block,Normal,,"ShowImage(""file"")",,,,"According to the current simulated scene,\nyou have added a mid-term presentation to this computer.",根據當前的模擬背景\r\n您已在這台電腦上新增了一份期中簡報,597.3521;244.7369
NPC_12_19,12,19,2,2,,(新增任務)&圖片windowOutline,,FALSE,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");\nShowImage(""windowOutline"")",,,,"To finish the min-term presentation,\nWe need to open the 'File Manager' window to change files.",為了要完成期中報告\r\n我們需要先開啟 '檔案管理' 視窗來修改檔案內容,597.3521;294.7369
NPC_12_20,12,20,2,2,,顯示Hint_StageTrackerPopup,,FALSE,Block,Normal,,"HintController(""StageTrackerPopup"",true )",,,,"The game has added the first objective.\nNow, let's focus on completing the current goal.",遊戲新增了第一個目標\r\n現在，讓我們專注地完成當前的目標吧,597.3521;349.615
NPC_12_21,12,21,2,2,,不顯示Hint_StageTrackerPopup&顯示Hint_WindowToolbar&高亮WindowToolbar,,FALSE,Block,Normal,,"HintController(""WindowToolbar"",true )\nHintController(""StageTrackerPopup"",false );\nHighLightObj(""WindowToolbar"")",,,,"To open the 'File Manager' window,\nwe need to find the corresponding button in the 'Toolbar' area and click on it.",為了打開 '檔案管理' 視窗\r\n我們需要從 '工具欄' 區域中找到相應的按鈕並按下,598.4159;433.0348
NPC_12_22,12,22,2,2,,圖片windowOutline,,FALSE,Block,Normal,,"ShowImage(""windowOutline"")",,,,"In this game, \r\nthe 'Toolbar' contains multiple windows.\r\nThey are all related to version control.",在本遊戲中\r\n'工具欄' 包含著多個不同功能的視窗\r\n這些視窗都與版本控制相關,598.4159;483.0348
NPC_12_23,12,23,2,2,,圖片unlock,,FALSE,Block,Normal,,"ShowImage(""unlock"")",,,,"As the game progresses,\nyou will unlock and operate new windows.",隨著遊戲的進行\r\n您將會解鎖並操作新的視窗,598.4159;533.0348
NPC_12_24,12,24,2,2,,(新增任務)/(解鎖按鈕 - 檔案管理) & 不顯示Hint_WindowToolbar,,FALSE,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");\nVariable[""UnlockButtonKey""] = ""FileManager""\nFSMEvent(""Dialogue System/WindowToolbar/Unlock Button"", ""WindowToolbar"", ""Panel"");\nHintController(""StageTrackerPopup"",false )",,,,"Now, the 'File Manager' button has been unlocked.\r\nAfter finishing this dialogue, \r\nplease click the corresponding button with the left mouse button to open the window.",現在，'檔案管理' 按鈕已被解鎖\r\n在完成本次對話後，請您使用滑鼠左鍵點擊對應的按鈕來打開視窗吧,598.4159;583.0348
NPC_12_25,12,25,2,2,,高亮粒子 幫助,,FALSE,Block,Normal,,"FSMEvent(""Hint/Particle/Show Particle"", ""DialogueButton"", ""Highlight Particle"");",,,,"Finally, if you encounter any problems during the game,\nplease feel free to click here for help.\nYou can do it!",最後，如果在遊戲過程中遇到任何問題\r\n請隨時點擊這裡來尋求幫助\r\n請加油！,597.15;633.0348
NPC_12_26,12,26,2,2,,(重置對話),,FALSE,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,598.3696;725.7177
NPC_13_0,13,0,2,2,START,(展開視窗 + 黑屏),,FALSE,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",None(),,,,,1241.408;80.86655
NPC_13_31,13,31,2,2,,圖片happyFace,,FALSE,Block,Normal,,"ShowImage(""happyFace"")",,,,Great!\nYou have completed the first objective in the game.\nAnd you earned game points.,很好！\r\n您已成功完成遊戲中的第一個目標\r\n並獲得了遊戲分數,1239.59;155.5524
NPC_13_32,13,32,2,2,,顯示Hint_Star,,FALSE,Block,Normal,,"HintController(""Star"",true )",,,,You can see your game score at the top of the screen.\nBelow the score shows the total time you spent while playing this stage.,您可以在畫面上方看到您的遊戲分數\r\n在分數的下方顯示了遊玩這個關卡總花費的時間,1239.59;205.5524
NPC_13_33,13,33,2,2,,,,FALSE,Block,Normal,,,,,,When you achieve the objective without taking any incorrect actions.\nYou will get 1000 points.,當您達成目標且沒有執行錯誤的操作時\r\n您將獲得 1000 點分數,1239.59;255.5524
NPC_13_34,13,34,2,2,,,,FALSE,Block,Normal,,,,,,If you did the incorrect actions while completing one objective.\nYou will receive 750 points.,如果在達成目標的過程中執行過錯誤的操作\r\n您將獲得 750 點分數,1239.59;306.6161
NPC_13_35,13,35,2,2,,不顯示Hint_Star&圖片star,,FALSE,Block,Normal,,"HintController(""Star"",false)\nShowImage(""star"")",,,,"At the end of the stage,\r\nyou will receive a rating based on your score.\r\nEach level can receive a rating of 1 to 4 stars。",在關卡結束後\r\n您將根據您的分數獲得不同的評價\r\n每一個關卡能夠獲得 1 到 4 顆星的評價,1239.59;355.5524
NPC_13_36,13,36,2,2,,,,FALSE,Block,Normal,,,,,,This rating can help you confirm whether learn knowledge in the stages.\nYou can also see your progress through a personal leaderboard.,這個評價可以幫助您評估自己對該關卡的熟練程度\r\n您也可以通過個人排行榜來查看自己是否有進步,1242.781;445.9778
NPC_13_37,13,37,2,2,,圖片global,,FALSE,Block,Normal,,"ShowImage(""global"")",,,,"Additionally, your performance in the game will be recorded on the global leaderboard.",另外，您在遊戲中的表現會被記錄在全球排行榜中,1240.654;493.8503
NPC_13_38,13,38,2,2,,,,FALSE,Block,Normal,,,,,,Try to earn a score as high as possible. \r\nAnd become one of the top 10 players!,所以，請您盡可能地獲得高分\r\n以成為全球前 10 名的玩家吧！,1240.654;545.0267
NPC_13_39,13,39,2,2,,解鎖手冊IntroduceGameManualWindow&高亮粒子 手冊&圖片book,,FALSE,Block,Normal,,"FSMEvent(""Hint/Particle/Show Particle"", ""GameManualBtn"", ""Highlight Particle"");\nShowImage(""book"");\nUnlockGameManualItem(""RAW/IntroGameManual/1"");",,,,"Next, in order to let you review the knowledge in the game.\nThe 'Game Manual' feature has been unlocked.",接下來，為了讓您能夠複習遊戲中學到的知識\r\n'遊戲手冊' 功能被解鎖了,1240.654;593.8503
NPC_13_40,13,40,2,2,,,,FALSE,Block,Normal,,,,,,Features and knowledge you met during the game\nwill be included in this manual.,在遊戲過程中遇到的功能和知識\r\n都會被收錄到本手冊中,1240.654;643.8503
NPC_13_41,13,41,2,2,,,,FALSE,Block,Normal,,,,,,If you need to understand the operation or rules of the game.\nOr want to learn the content related to version control and Git commands.\nPlease click here to open the 'game manual' window.,如果您需要了解遊戲的操作方法和規則\r\n或是有關版本控制和 Git 指令的內容\r\n請點擊此處來開啟 '遊戲手冊' 視窗,1240.654;738.5313
NPC_13_42,13,42,2,2,,關閉粒子 手冊&高亮FileManager視窗&顯示Hint_FileManagerWindow,,FALSE,Block,Normal,,"HighlightWindow(""FileManagerWindow"","""");\nFSMEvent(""Hint/Particle/Close Particle"", ""GameManualBtn"", ""Highlight Particle"");\nHintController(""FileManagerWindow"",true );",,,,"Back to the game,\nyou have successfully opened the 'File Manager' window.",回到遊戲中\r\n您已經成功開啟 '檔案管理' 視窗,1240.654;788.5313
NPC_13_43,13,43,2,2,,(新增任務),,FALSE,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,"After Checking the contents in the window,\nyou will find a presentation file on the computer.\nThis is the target file mentioned in the simulation stage.",查看視窗內容後\r\n您會發現電腦中有一份簡報檔案\r\n這就是本次模擬背景提到的目標檔案,1240.654;838.5313
NPC_13_44,13,44,2,2,,,,FALSE,Block,Normal,,,,,,"Before starting to simplify the content,\nwe need to back up this file\nto ensure that the deleted content can be restored.",不過，在開始簡化內容之前\r\n我們需要先備份這個檔案\r\n以確保被刪除的內容還可以被復原,1240.654;888.5313
NPC_13_45,13,45,2,2,,,,FALSE,Block,Normal,,,,,,"In the 'File Manager' window,\nyou can right-click on the target file icon to open the function menu.",在 '檔案管理' 視窗中\r\n對著指定的檔案圖標，點擊滑鼠右鍵來開啟功能選單,1240.654;938.5313
NPC_13_46,13,46,2,2,,,,FALSE,Block,Normal,,,,,,"From the function menu, find the 'Copy File' option.\nThen click with the left mouse button to back up the file.",從功能選單中，找到 '複製檔案' 的選項\r\n接著點擊滑鼠左鍵來備份檔案吧,1528.585;159.2215
NPC_13_47,13,47,2,2,,(重置對話),,FALSE,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,1525.953;211.8531
NPC_14_0,14,0,2,2,START,(展開視窗 + 黑屏),,FALSE,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",None(),,,,,1001.308;203.4646
NPC_14_87,14,87,2,2,,圖片happyFace,,FALSE,Block,Normal,,"ShowImage(""happyFace"")",,,,"Well done!\nAfter successfully backing up the file,\nlet's move to the next step, continue to simplify the presentation content.",做得好！\r\n在成功備份檔案之後\r\n讓我們繼續接著故事背景來精簡簡報內容,1001.804;264.1216
NPC_14_88,14,88,2,2,,圖片alert,,FALSE,Block,Normal,,"ShowImage(""alert"")",,,,"However, before we start, there's one more important thing need to complete:\nWe should rename the copied file.\nIt can identify file differences more easily.",然而，在開始之前需要先完成一件重要的事情：\r\n我們應該先重新命名複製後檔案\r\n來更方便地區分檔案的差異,1001.804;314.1216
NPC_14_89,14,89,2,2,,(新增任務)&圖片pencil,,FALSE,Block,Normal,,"ShowImage(""pencil"");\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,"Therefore, please name the copied file.",因此，請您為複製後的檔案命名吧,1001.804;364.1216
NPC_14_90,14,90,2,2,,圖片windowOutline,,FALSE,Block,Normal,,"ShowImage(""windowOutline"")",,,,"In this simulated computer,\nif you need to name files,\nyou need to do it in the 'File Content' window.",在這個模擬電腦中\r\n如果您需要為檔案命名\r\n您需要在 '檔案內容' 視窗中進行操作,1001.804;415.1854
NPC_14_91,14,91,2,2,,,,FALSE,Block,Normal,,,,,,Please click on the target file \r\nwith the left mouse button to open the 'File Content' window.,請您對著目標檔案點擊滑鼠左鍵來打開 '檔案內容' 視窗,1001.804;464.1216
NPC_14_92,14,92,2,2,,高亮粒子 手冊&圖片book,,FALSE,Block,Normal,,"ShowImage(""book"")\nFSMEvent(""Hint/Particle/Show Particle"", ""GameManualBtn"", ""Highlight Particle"");",,,,For how to do action in the 'File Editing' window.\r\nThis time we encourage you to try exploring by yourself or \r\nuse the game manual for more information.,關於如何操作 '檔案內容' 視窗的內容\r\n這次鼓勵您嘗試自己探索或者查閱遊戲手冊以獲取更多信息,1004.995;554.5471
NPC_14_93,14,93,2,2,,(重置對話),,FALSE,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,1004.995;604.5471
NPC_15_0,15,0,2,2,START,(展開視窗 + 黑屏),,FALSE,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",None(),,,,,783.321;178.8616
NPC_15_91,15,91,2,2,,圖片happyFace,,FALSE,Block,Normal,,"ShowImage(""happyFace"")",,,,Good!\nYou have renamed the backup file.\nWe can identify the differences between the files more easily.,很好！\r\n您重新命名了備份後的文件\r\n這樣能更容易地區分檔案之間的關係了,778.1406;262.9972
NPC_15_92,15,92,2,2,,(新增任務)&圖片pencil,,FALSE,Block,Normal,,"ShowImage(""pencil"");\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,After finishing the action of backup files.\nLet's start simplifying the content of the presentation.,在完成備份檔案的操作後\r\n讓我們開始精簡簡報中的內容吧,778.1406;312.9972
NPC_15_93,15,93,2,2,,圖片windowOutline,,FALSE,Block,Normal,,"ShowImage(""windowOutline"")",,,,"Similarly, you can use the 'File Content' window\nto add, modify, and delete content.",同樣，您可以通過 '檔案內容' 視窗\r\n來進行內容的新增、修改和刪除,778.1406;362.9972
NPC_15_94,15,94,2,2,,圖片alert,,FALSE,Block,Normal,,"ShowImage(""alert"")",,,,Please note that the current objective is to delete content\nfrom '<color=#CF001C>MidtermReport_v2.ppt</color>'.,請注意，本次目標是需要刪除\r\n'<color=#CF001C>期中報告_v2.ppt</color>' 中的內容,778.1406;414.061
NPC_15_95,15,95,2,2,,,,FALSE,Block,Normal,,,,,,"So before you delete the file content,\nplease ensure that the file in the 'File Content' window is the target one.\nto avoid deleting the content in an old file version.",所以在刪除檔案內容之前\r\n請確保目前 '檔案內容' 視窗的檔案是目標檔案\r\n以避免在舊的檔案版本中刪除內容,778.1406;462.9971
NPC_15_96,15,96,2,2,,(重置對話),,FALSE,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,778.1406;512.9971
NPC_16_0,16,0,2,2,START,(展開視窗 + 黑屏),,FALSE,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",None(),,,,,251.6205;66.77161
NPC_16_32,16,32,2,2,,圖片happyFace,,FALSE,Block,Normal,,"ShowImage(""happyFace"")",,,,Great!\r\nYou have successfully simplified the content \r\nin the 'MidtermReport_v2.ppt' file.,很好！\r\n您已成功精簡 '期中報告_v2.ppt' 檔案中的內容,246.2167;136.3742
NPC_16_33,16,33,2,2,,圖片lens,,FALSE,Block,Normal,,"ShowImage(""lens"")",,,,"After simplifying the report contents,\nyou reviewed the report content again.",在精簡報告之後\r\n您再次瀏覽了報告內容,246.2167;186.3742
NPC_16_34,16,34,2,2,,圖片alert,,FALSE,Block,Normal,,"ShowImage(""alert"")",,,,"As a result, you found that one page of the presentation \r\nneeds to change to make the content smoother.",結果您發現在簡報的一頁需要進行調整\r\n才能使內容更加流暢,246.2167;236.3742
NPC_16_35,16,35,2,2,,(新增任務)&圖片reload,,FALSE,Block,Normal,,"ShowImage(""reload"");\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,Let's go through the 'Backup File' process once again\nto complete the midterm report.,讓我們再執行一次 '備份檔案' 的流程\r\n來完成期中報告吧,246.2167;287.4379
NPC_16_36,16,36,2,2,,圖片weights,,FALSE,Block,Normal,,"ShowImage(""weights"")",,,,"This time, you need to complete the stage objectives by yourself.\nAfter completing one objective, I won't tell you what to do next.",這次，您需要自行完成遊戲目標\r\n在完成一個目標後，我不會提醒您下一步該做什麼事情,246.2167;336.3741
NPC_16_37,16,37,2,2,,,,FALSE,Block,Normal,,,,,,Please try to complete the objective \r\nwith the knowledge you have just learned.,請試著使用剛才學到的知識來解決當前目標吧,249.4082;426.7996
NPC_16_38,16,38,2,2,,高亮粒子 手冊&高亮粒子 幫助&圖片happyFace,,FALSE,Block,Normal,,"FSMEvent(""Hint/Particle/Show Particle"", ""DialogueButton"", ""Highlight Particle"");\nFSMEvent(""Hint/Particle/Show Particle"", ""GameManualBtn"", ""Highlight Particle"");\nShowImage(""happyFace"")",,,,"If you encounter problems during the game,\nplease use the 'Game Manual' or click 'Help Feature' for assistance.\nLet's do it!",如果在遊戲過程中遇到問題\r\n請查閱 '遊戲手冊' 或者點擊 '協助功能' 來獲得幫助\r\n請加油！,247.2805;474.672
NPC_16_39,16,39,2,2,,(重置對話),,FALSE,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,247.2805;524.672
Player_18_0,18,0,1,2,START,,,FALSE,Block,Normal,,,None(),,,,,348.7317;35.48781
NPC_18_18,18,18,2,1,,,,FALSE,Block,Normal,,,,,,"Hello, what can I do for you?",您好，我能夠為您做些什麼？,353.0605;101.5806
Player_18_19,18,19,1,2,,,,FALSE,Block,Normal,,"Variable[""SelectionType""] = ""Replay""",,,,Review previous conversations,回顧先前的歷史對話,58.51908;191.5691
Player_18_20,18,20,1,2,,,,FALSE,Block,Normal,,"Variable[""SelectionType""] = ""Hint""",,,,Hint for the current objective,提示當前目標,258.0354;192.6236
Player_18_21,18,21,1,2,,,,FALSE,Block,Normal,,"Variable[""SelectionType""] = ""Answer""",,,,I am stuck on the current objective,我在當前目標中卡關了,465.844;187.8136
Player_18_22,18,22,1,2,,,,FALSE,Block,Normal,,"Variable[""SelectionType""] = ""Bye""",,,,No problem,沒有問題,671.746;196.949
NPC_18_23,18,23,2,1,,,,FALSE,Block,Normal,,,,,,Which part would you like to review?,您想要回顧哪一個部分呢？,56.37453;263.639
Player_18_24,18,24,1,2,,,,FALSE,Block,Normal,,"Variable[""SelectionType""] = ""Summary""",,,,Summary of the storyline so far,到目前為止的劇情概要,198.381;491.9323
Player_18_26,18,26,1,2,,,,FALSE,Block,Normal,,"Variable[""SelectionType""] = ""Current""",,,,Review dialogue in the current objective,回顧當前目標的對話,3.396583;491.8605
Player_18_27,18,27,1,2,,,,FALSE,Block,Normal,,"Variable[""SelectionType""] = ""Bye""",,,,Cancel,取消,386.4832;492.5199
NPC_18_29,18,29,2,1,,,,FALSE,Block,Normal,,,,,,Are you sure you want to use the 'answer feature'?,您確定要開啟 '解答功能' 嗎？,463.3596;267.7534
NPC_18_33,18,33,2,1,,,,FALSE,Block,Normal,,,,,,Are you sure you want to use the 'hint feature'?,您確定要開啟 '提示功能' 嗎？,255.8458;264.1351
NPC_19_0,19,0,2,2,START,(展開視窗 + 黑屏),,FALSE,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",None(),,,,,656.0058;118.9344
NPC_19_31,19,31,2,2,,圖片starFace,,FALSE,Block,Normal,,"ShowImage(""starFace"")",,,,"Wonderful!\nYou have successfully modified the third version of the midterm report,\nmaking the report even more perfect.",太棒了！\r\n您已成功修改第 3 版本的期中報告\r\n這個動作讓報告變得更加完善了,656.9852;191.2185
NPC_19_32,19,32,2,2,,圖片flag,,FALSE,Block,Normal,,"ShowImage(""flag"")",,,,"With two modifications,\nyou have now prepared the midterm report\nand achieved the main objective of this simulated stage.",通過兩次的修改\r\n您已經準備好了期中報告\r\n也達成了本次模擬背景的主要目標,656.9852;241.2185
NPC_19_33,19,33,2,2,,圖片lightBulb,,FALSE,Block,Normal,,"ShowImage(""lightBulb"")",,,,"After completing the first stage,\r\nI believe you have a clearer understanding of \r\nthe game's walkthrough and gameplay.",通過第一關後\r\n相信您對遊戲的關卡流程和玩法\r\n已經有了更清晰的理解,656.9852;291.2185
NPC_19_34,19,34,2,2,,圖片reload,,FALSE,Block,Normal,,"ShowImage(""reload"")",,,,"Next, let's review what we learned in this stage.",接下來，讓我們來回顧本次關卡中學到的內容,656.9852;342.2823
NPC_19_35,19,35,2,2,,圖片controller,,FALSE,Block,Normal,,"ShowImage(""controller"")",,,,"First, we introduced the game's goals and features,\nand various features in the game,\nsuch as scoring, objectives, and simulated background stories.",首先，我們介紹了本遊戲的目標和特色\r\n以及遊戲中的各種功能\r\n例如得分、目標和模擬背景故事,656.9852;391.2185
NPC_19_36,19,36,2,2,,圖片unlock,,FALSE,Block,Normal,,"ShowImage(""unlock"")",,,,"Then, we unlocked several features in the game.",接著，我們解鎖了多個遊戲中的功能,660.1766;481.644
NPC_19_37,19,37,2,2,,圖片speechSquare&高亮粒子 幫助,,FALSE,Block,Normal,,"ShowImage(""speechSquare"");\nFSMEvent(""Hint/Particle/Show Particle"", ""DialogueButton"", ""Highlight Particle"");",,,,The 'Dialogue feature' not only allows you to review previous conversations\nbut also provides 'Hint' and 'Answer' features.,對話功能' 不僅允許您回顧先前的對話\r\n還提供 '提示' 和 '解答' 的功能,658.049;529.5164
NPC_19_38,19,38,2,2,,高亮粒子 手冊&圖片book&關閉粒子 幫助,,FALSE,Block,Normal,,"ShowImage(""book"")\nFSMEvent(""Hint/Particle/Show Particle"", ""GameManualBtn"", ""Highlight Particle"");\nFSMEvent(""Hint/Particle/Close Particle"", ""DialogueButton"", ""Highlight Particle"");",,,,"The 'Game Manual' is a tool to help you learn.\nAs the game progresses, you will unlock more knowledge.\nPlease use it whenever needed.",遊戲手冊' 是一個幫助您學習的工具\r\n隨著遊戲進展，您將解鎖更多知識\r\n如果需要的話，請隨時查閱它,658.049;580.6927
NPC_19_39,19,39,2,2,,高亮FileManager視窗&顯示Hint_FileManagerWindow&關閉粒子 手冊,,FALSE,Block,Normal,,"HighlightWindow(""FileManagerWindow"","""");\nHintController(""FileManagerWindow"",true );\nFSMEvent(""Hint/Particle/Close Particle"", ""DialogueButton"", ""Highlight Particle"");",,,,The 'File Manager' window allows you to\r\nbrowse the contents of the computer \r\nin the simulated background environment.,檔案管理' 視窗可以讓您\r\n瀏覽模擬背景環境中的電腦內容,658.049;629.5164
NPC_19_40,19,40,2,2,,,,FALSE,Block,Normal,,,,,,"And you can do actions on files:\nadd, modify, delete file contents,\nas well as copy and name files.",並且可以對文件執行以下操作：\r\n新增、修改、刪除文件內容\r\n以及複製和命名文件,658.049;679.5164
NPC_19_41,19,41,2,2,,圖片file&不顯示Hint_FileManagerWindow,,FALSE,Block,Normal,,"ShowImage(""file"");\nHintController(""FileManagerWindow"",false )",,,,"In this stage, we used the actions of backing up files\nto help you get familiar with the game environment.",在本次關卡裡，我們通過備份檔案的方式\r\n來協助您熟悉遊戲環境,658.049;774.1973
NPC_19_42,19,42,2,2,,圖片gitIcon,,FALSE,Block,Normal,,"ShowImage(""gitIcon"")",,,,"In the next stage, \r\nwe will start learning about version control and Git.",下一關卡，我們將正式開始學習版本控制和 Git,658.049;824.1973
NPC_19_43,19,43,2,2,,圖片Listx3,,FALSE,Block,Normal,,"ShowImage(""Listx3"")",,,,"We will understand their definitions, advantages, and features.\nAt the same time, we will compare\nthe differences between using 'file backup' and 'version control'.",我們會了解它們的定義、優點和特色\r\n同時，我們將會比較\r\n使用備份檔案和版本控制、Git 的不同之處,658.049;874.1973
NPC_19_44,19,44,2,2,,圖片crownStar,,FALSE,Block,Normal,,"ShowImage(""crownStar"")",,,,"Finally, congratulations on completing the stage.\nYou did a great job!",最後，恭喜您通過了本次的關卡\r\n您做得很棒！,656.2308;924.1973
NPC_22_0,22,0,2,2,START,,,FALSE,,Normal,,,None(),,,,,1168.449;38.03548
NPC_22_31,22,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,,,1476.625;2614.207
NPC_22_72,22,72,2,1,,12 31,"我們可以藉由上方的目標知道\r\n我們需要開啟 ""檔案管理"" 視窗",FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/1"") == ""active""","\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""Quest & Title Hint"", ""Hint"");",,,,,,764.6393;194.5904
NPC_22_73,22,73,2,1,,,"為了打開 ""檔案管理"" 視窗\n我們可以在 ""工具欄"" 中尋找到對應的按鈕",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""Quest & Title Hint"", ""Hint"");\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""Toolbar Panel Hint"", ""Hint"");",,,,,,762.4555;264.6253
NPC_22_74,22,74,2,1,,,將滑鼠移動到按鈕上方\r\n可以看到按鈕能夠開啟什麼視窗,FALSE,Block,Normal,,,,,,,,772.8029;330.9378
NPC_22_75,22,75,2,1,,,"如果看到 ""檔案管理"" 視窗的話\n就透過滑鼠左鍵點擊它吧！",FALSE,Block,Normal,,,,,,,,774.1995;396.3202
NPC_22_76,22,76,2,1,,4,"想在刪除文件內容\r\n我們需要先點擊文件來開啟 ""檔案編輯"" 視窗",FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/4"") == ""active""",,,,,,,1776.688;157.2782
NPC_22_77,22,77,2,1,,,在視窗中可以看到文件的內容\n而每一行都有編輯、刪除按鈕,FALSE,Block,Normal,,,,,,,,1780.132;223.9664
NPC_22_78,22,78,2,1,,,決定好要刪除的位置後\n點擊刪除按鈕並執行刪除操作吧,FALSE,Block,Normal,,,,,,,,1777.992;322.6372
NPC_22_79,22,79,2,1,,2 5,"在我們打開了 ""檔案管理"" 視窗後\r\n可以看到模擬電腦中的所有檔案",FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/2"") == ""active"" or (CurrentQuestState(""Game Introduction/5"") == ""active"")","FSMEvent(""Hint/Tutorial Highlight/show highlight"", ""FileManagerWindow Hint"", ""Hint"");",,,,,,1068.41;173.4859
NPC_22_80,22,80,2,1,,,對著文件類型的檔案\n可以使用滑鼠右鍵來開啟功能選單,FALSE,Block,Normal,,,,,,,,1069.877;232.6525
NPC_22_81,22,81,2,1,,3 6,"想在這個電腦中命名文件\r\n需要先點擊要命名的文件來開啟 ""檔案編輯"" 視窗",FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/3"") == ""active"" or (CurrentQuestState(""Game Introduction/6"") == ""active"")",,,,,,,1373.831;157.3831
NPC_22_82,22,82,2,1,,,"您可以在 ""檔案編輯"" 視窗中找到命名按鈕",FALSE,Block,Normal,,,,,,,,1369.197;234.2324
NPC_22_85,22,85,2,1,,1 6,"想在修改文件內容\r\n我們需要先點擊文件來開啟 ""檔案編輯"" 視窗",FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/7"") == ""active""",,,,,,,2118.502;149.2355
NPC_22_86,22,86,2,1,,,在視窗中可以看到文件的內容\n而每一行都有編輯、刪除按鈕,FALSE,Block,Normal,,,,,,,,2120.525;227.4046
NPC_22_89,22,89,2,1,,1 4,但是要注意的是\r\n選擇複製的檔案必須和目標上的一致,FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/5"") == ""active""",,,,,,,1166.175;407.1018
NPC_22_90,22,90,2,1,,,對著不相關的文件執行複製操作時就會扣分！,FALSE,Block,Normal,,,,,,,,1173.09;481.8714
NPC_22_93,22,93,2,1,,"1, 5",但是要注意的是\r\n命名的檔案必須要和目標要求的檔案一致,FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/6"") == ""active""",,,,,,,1499.761;317.1166
NPC_22_94,22,94,2,1,,,對著不相關的文件執行命名操作時就會扣分！,FALSE,Block,Normal,,,,,,,,1518.856;389.9014
NPC_22_95,22,95,2,1,,,複製功能可以從功能選單找到,FALSE,Block,Normal,,,,,,,,1074.594;300.577
NPC_22_96,22,96,2,1,,,決定好要修改內容的位置後\n點擊修改按鈕並執行修改內容的操作吧,FALSE,Block,Normal,,,,,,,,2121.928;325.6098
NPC_23_0,23,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,,,1168.449;38.03548
NPC_23_31,23,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,,,1476.625;2614.207
NPC_23_75,23,75,2,1,,"12, 31","步驟 1 ：\r\n在畫面下方 ""工具欄"" 中找到\n開啟 ""檔案管理"" 視窗的按鈕\r\n並透過滑鼠左鍵點擊就可以完成目標",FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/1"") == ""active""","FSMEvent(""Dialog Button/Hide Button"", ""Continue Button"", ""Button"");\nFSMEvent(""Dialog Button/Hide Button"", ""Skip Button"", ""Button"");",,,,,,801.757;208.3509
