Database,,,,,,,,,,,,,,,,
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4,,,,,,,,,
NPC_24_67,24,67,2,1,,gitIcon,在準備好了模擬背景後\r\n讓我們試著執行 Git 中的功能,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gitIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1922.653;572.3912
NPC_24_68,24,68,2,1,,cmd,在本遊戲中\r\n我們會使用輸入 Git 指令的方式來操作它,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1918.066;626.7214
NPC_24_69,24,69,2,1,,windowOutline,雖然 Git 提供了一個圖形化界面軟體\r\n協助初學者以更輕鬆、直觀的方式操作 Git,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""windowOutline"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1913.479;677.6389
NPC_24_70,24,70,2,1,,flyShoes,但是，透過輸入指令的方式\r\n擁有更多的靈活性與功能！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""flyShoes"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1916.087;730.7342
NPC_24_71,24,71,2,1,,book 高亮粒子,"關於 ""Git 指令 與 圖形化界面軟體"" 這個問題\r\n您可以從遊戲手冊中了解到更多！",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""book"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Hint/Particle/Show Particle"", ""GameManualButton"", ""Highlight Particle"");",,,,1911.399;779.5107
NPC_24_72,24,72,2,1,,cmd,"首先，要在電腦中輸入 Git 指令\r\n我們需要先開啟 ""命令行"" (Command Line) 視窗",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Hint/Particle/Close Particle"", ""GameManualButton"", ""Highlight Particle"");",,,,1928.109;897.7673
NPC_24_73,24,73,2,1,,,"""命令行"" 是一個提供使用者輸入指令的地方\r\n它可以在電腦中執行很多不同的功能\r\n同時 Git 指令也可以在這裡執行",FALSE,Block,Normal,,,,,,1919.573;948.9869
NPC_24_74,24,74,2,1,,unlock,"我們本次解鎖了開啟 ""命令行"" 視窗的按鈕\r\n讓我們先來開啟視窗吧！",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""unlock"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nVariable[""UnlockButtonName""] = ""CommandLineWindowButton""\nFSMEvent(""Toolbar/Unlock Button"", ""Toolbar Panel"", ""Panel"");\n\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,1922.106;1008.602
NPC_24_94,24,94,2,1,,(建構)\r,首先，讓我們先來模擬一下本次的背景環境！,FALSE,Block,Normal,"Variable[""isReplay""] == false","FSMEvent(""Tutorial Popup/Close Tutorial Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Stage Manager/Load Default Background Story"", ""Stage Manager Parent"", ""Background Controller"");\n",,,,2005.937;510.5746
NPC_24_95,24,95,2,1,,(建構)\r hammer,首先，讓我們先來模擬一下本次的背景環境！,FALSE,Block,Normal,"Variable[""isReplay""] == true","Variable[""ImageKey""] = ""hammer"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1822.408;510.2736
NPC_25_0,25,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1569.835;32.53954
NPC_25_31,25,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,1476.625;2614.207
NPC_25_75,25,75,2,1,,book 高亮粒子,接下來，讓我們快速介紹一下視窗中的功能\n如果您需要更多資訊，之後請參考遊戲手冊,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""book"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Common/Window/Show Window"", ""CommandLineWindowButton"", ""UnlockButton"");\n\nFSMEvent(""Hint/Particle/Show Particle"", ""GameManualButton"", ""Highlight Particle"");",,,,1564.388;144.2014
NPC_25_76,25,76,2,1,,,"首先的是 ""指令記錄"" 區塊\r\n它記錄著您之前輸入的指令",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Close Tutorial Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Hint/Particle/Close Particle"", ""GameManualButton"", ""Highlight Particle"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandHistoryPanel Hint"", ""Hint"");",,,,1561.94;195.9187
NPC_25_77,25,77,2,1,,,視窗右上角的按鈕可以清除指令紀錄\r\n方便您在需要時進行清理,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandHistoryPanel Hint"", ""Hint"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandTopBar Hint"", ""Hint"");",,,,1564.949;251.8143
NPC_25_78,25,78,2,1,,,"接下來是 ""指令細節"" 區塊\r\n指令執行後的結果會顯示在這裡",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandTopBar Hint"", ""Hint"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandHistoryDetailed Hint"", ""Hint"");",,,,1562.58;311.3623
NPC_25_79,25,79,2,1,,,"另外，將滑鼠移到 ""指令記錄"" 中的指令上\r\n您也可以看到執行後的訊息",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandHistoryDetailed Hint"", ""Hint"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandHistoryPanel Hint"", ""Hint"");",,,,1563.58;372.3622
NPC_25_80,25,80,2,1,,,"然後，下方的是 ""輸入指令"" 區塊\r\n這是 ""命令行"" 最重要的部分\r\n您可以在這裡輸入和執行指令",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandHistoryPanel Hint"", ""Hint"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandFooter Hint"", ""Hint"");",,,,1557.81;485.467
NPC_25_81,25,81,2,1,,,"第一行顯示的是當前資料夾位置\r\n就和 ""檔案管理"" 視窗相同\r\n命令行也有它們現在所在位置",FALSE,Block,Normal,,"\nFSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandFooter Hint"", ""Hint"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandFileLocation Hint"", ""Hint"");\n\nFSMEvent(""Common/Window/Show Window"", ""FileManagerWindowButton"", ""UnlockButton"");\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""FileLocation Hint"", ""Hint"");\n\n",,,,1561.174;526.4608
NPC_25_82,25,82,2,1,,,"為了方便您學習 Git 指令\r\n本遊戲移除了如何在 ""命令行"" 移動的指令",FALSE,Block,Normal,,,,,,1556.529;567.308
NPC_25_83,25,83,2,1,,,"您只需要在 ""檔案管理"" 視窗中移動路徑\r\n""命令行"" 視窗也會同步移動！",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/show highlight"", ""FileManagerWindow Hint"", ""Hint"");",,,,1557.628;607.1815
NPC_25_84,25,84,2,1,,,而最後的一欄為輸入指令的區域,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""FileManagerWindow Hint"", ""Hint"");\nFSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandFileLocation Hint"", ""Hint"");\nFSMEvent(""Hint/Tutorial Highlight/close highlight"", ""FileLocation Hint"", ""Hint"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandInputField Hint"", ""Hint"");",,,,1555.611;671.988
NPC_25_85,25,85,2,1,,BlackOn happyFace,"您成功的打開了 ""命令行"" 視窗！\r",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nVariable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1566.38;93.0882
NPC_25_86,25,86,2,1,,,"在介紹完 ""命令行"" 視窗的功能後\r\n讓我們立即嘗試輸入指令吧！\r",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandInputField Hint"", ""Hint"");",,,,1555.229;803.2341
NPC_25_87,25,87,2,1,,,請注意！\r\n<color=red>輸入指令時需要保持大小寫一致！</color>\r\nGit 才能識別指令,FALSE,Block,Normal,,,,,,1555.229;853.2341
NPC_25_88,25,88,2,1,,,"現在，請點擊輸入欄\r\n並輸入 <color=red>""git --version""</color> 或 <color=red>""git -v""</color>\r\n然後按下鍵盤上的 Enter 鍵\r\n或輸入欄旁的箭頭來執行您的第一個指令吧！",FALSE,Block,Normal,,"FSMEvent(""Common/Controller/Enable Control"", ""Stage Manager Parent"", ""Button Controller"");\n\nFSMEvent(""Dialog Button/Hide Button"", ""Continue Button"", ""Button"");\nFSMEvent(""Dialog Button/Hide Button"", ""Skip Button"", ""Button"");\n\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");\n\nVariable[""UnlockKey""] = ""C/git/1""\nFSMEvent(""GameManualWindow/Unlock List"", ""GameManualWindow"", ""UnlockMessage"");",,,,1556.405;903.2341
NPC_29_0,29,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1397.287;32.47033
NPC_29_31,29,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,1476.625;2614.207
NPC_29_62,29,62,2,1,,BlackOn happyFace,太棒了！您成功地運行了第一個 Git 指令！\r,FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nVariable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1396.551;106.7031
NPC_29_75,29,75,2,1,,cmd,"透過 <color=red>""git --version""</color> 或 <color=red>""git -v""</color>\r\n我們能夠查看電腦上正在使用的 Git 版本",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1394.806;159.0444
NPC_29_76,29,76,2,1,,gitIcon,同時，這個指令也能確認\n您的電腦是否已成功安裝 Git\r,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gitIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1393.829;204.0603
NPC_29_77,29,77,2,1,,happyFace,透過執行這個簡單易懂的 Git 指令\r\n相信您有信心去挑戰下一個指令了！,FALSE,Block,Normal,,"\nVariable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1401.544;302.7445
NPC_29_78,29,78,2,1,,alert,接下來，讓我們執行下一個指令\r\n這個指令是建立 Git 管理系統的基底\r\n也是非常重要的一步,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""alert"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1396.922;371.7625
NPC_29_79,29,79,2,1,,cmd,"這個指令的名稱是 ""git init""\r\n""init"" 是 ""initialize""（初始化）的縮寫",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1394.86;414.546
NPC_29_80,29,80,2,1,,hammer,"也就是說：\r\n通過執行 ""git init""\r\n我們能夠在電腦中建立一個全新的 Git 管理系統",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""hammer"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1395.952;460.1962
NPC_29_81,29,81,2,1,,folder,然而，在建立管理系統之前\r\n我們要先確定需要做管理的專案位於哪個位置,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""folder"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1395.952;510.1962
NPC_29_82,29,82,2,1,,alert,如果在錯誤的位置建立管理系統\r\n可能導致追蹤到與專案無關的檔案！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""alert"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1395.952;560.1962
NPC_29_83,29,83,2,1,,bookOpen 高亮,根據當前的故事情節\r\n請您先前往到需要進行管理的位置吧！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""bookOpen"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""BackgroundStory Hint"", ""Hint"");\n\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,1399.045;614.3199
NPC_29_84,29,84,2,1,,,如果電腦尚未安裝 Git\r\n可以前往 Git 的官方網站進行下載,FALSE,Block,Normal,,,,,,1403.039;248.7972
NPC_30_0,30,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1408.845;11.26851
NPC_30_31,30,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,1476.625;2614.207
NPC_30_38,30,38,2,1,,,Close image!,FALSE,Block,Normal,,"Variable[""ImageNumber""] = 0;\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,739.1556;538.2794
NPC_30_39,30,39,2,1,,,"This time, change number 2 image!",FALSE,Block,Normal,,"Variable[""ImageNumber""] = 2;\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,669.2255;461.7139
NPC_30_40,30,40,2,1,,,And the tutorial popup panel!,FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Close Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"")",,,,758.8158;654.2543
NPC_30_61,30,61,2,1,,,太好了！您已經成功地移動到了專案位置\r,FALSE,Block,Normal,,"\nFSMEvent(""Common/Window/Show Window"", ""FileManagerWindowButton"", ""UnlockButton"");\nFSMEvent(""Common/Window/Show Window"", ""CommandLineWindowButton"", ""UnlockButton"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandFileLocation Hint"", ""Hint"");\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""FileLocation Hint"", ""Hint"");",,,,1415.123;89.65198
NPC_30_75,30,75,2,1,,,現在，我們可以繼續進行下一個重要的步驟\r\n建立您的第一個 Git 管理系統,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandFileLocation Hint"", ""Hint"");\nFSMEvent(""Hint/Tutorial Highlight/close highlight"", ""FileLocation Hint"", ""Hint"");",,,,1414.066;164.2175
NPC_30_76,30,76,2,1,,,"在開始之前\r\n讓我再向您介紹幾個在\n""命令行"" 視窗中非常實用的功能\r\n這些小技巧能夠幫助您更有效地操作指令",FALSE,Block,Normal,,,,,,1413.035;244.7477
NPC_30_77,30,77,2,1,,,首先，請注意在輸入欄旁的放大鏡圖標\r\n您可以透過鍵盤上的 Tab 鍵或者點擊圖標\r\n來使用指令搜尋功能,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandFooter Hint"", ""Hint"");",,,,1417.158;289.593
NPC_30_78,30,78,2,1,,,這對於在還沒有記住 Git 指令\r\n或著是需要快速完成指令時特別有用,FALSE,Block,Normal,,,,,,1417.158;339.593
NPC_30_79,30,79,2,1,,,另外，在點擊輸入欄後\r\n使用鍵盤上的方向鍵向上和向下\r\n您可以輕鬆地檢閱之前輸入過的指令\r\n這個功能可以節省您不少時間,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandFooter Hint"", ""Hint"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandInputField Hint"", ""Hint"");",,,,1414.527;402.4661
NPC_30_80,30,80,2,1,,,"好了，現在請您在專案的位置執行 <color=red>""git init""\r</color>\n透過它來建立您的第一個 Git 管理系統吧！",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandInputField Hint"", ""Hint"");\n\nFSMEvent(""Common/Controller/Enable Control"", ""Stage Manager Parent"", ""Button Controller"");\n\nFSMEvent(""Dialog Button/Hide Button"", ""Continue Button"", ""Button"");\nFSMEvent(""Dialog Button/Hide Button"", ""Skip Button"", ""Button"");\n\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");\n\nVariable[""UnlockKey""] = ""C/git init/1""\nFSMEvent(""GameManualWindow/Unlock List"", ""GameManualWindow"", ""UnlockMessage"");",,,,1414.412;496.4657
NPC_31_0,31,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1398.318;38.86285
NPC_31_1,31,1,2,2,,,"做得好！當您執行了 <color=red>""git init""</color> 指令之後\r\n您是否注意到在專案位置多了一個新的資料夾？",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/show highlight"", ""git Hint"", ""Hint"");",,,,1400.626;96.71033
NPC_31_3,31,3,2,1,,cmd,"相反，您將使用各種 Git 指令\r\n來與這個 "".git"" 資料夾進行互動",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1387.318;258.0936
NPC_31_31,31,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,1476.625;2614.207
NPC_31_56,31,56,2,2,,pencil,這個資料夾在電腦系統中是隱藏的\r\n這意味著您不需要直接去修改它的內容,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""pencil"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1392.891;211.2006
NPC_31_59,31,59,2,1,,gitFileIcon,"當您運行 ""git init"" 指令時\r\nGit 會在您指定的位置建立一個名為 "".git"" 的資料夾",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""git Hint"", ""Hint"");\n\nFSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nVariable[""ImageKey""] = ""gitFileIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1393.803;169.8917
NPC_31_60,31,60,2,1,,star,""".git"" 資料夾是整個 Git 系統的核心\r\n它包含了與專案相關的重要資訊\r\n像是提交的版本內容、作者、時間等",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""star"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1379.467;301.1927
NPC_31_61,31,61,2,2,,share,另外，上一關中提到的分支管理也存放在其中,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""share"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1384.122;343.3972
NPC_31_62,31,62,2,1,,,"首先是 ""工作目錄"" (Working directory)\r\n這個區域實際上就是您選擇的專案位置\r",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Close Tutorial Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\n\nFSMEvent(""Common/Window/Show Window"", ""FileManagerWindowButton"", ""UnlockButton"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""FileManagerWindow Hint"", ""Hint"");",,,,1389.22;522.3479
NPC_31_63,31,63,2,2,,Listx3,現在，讓我來簡單介紹一下組成 Git 的三個區域： \r,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""Listx3"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1383.009;479.8832
NPC_31_64,31,64,2,1,,gitFileIcon,"如果沒有 "".git"" 資料夾\r\n大部分的 Git 指令是無法正常運作的",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gitFileIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1381.066;384.7909
NPC_31_65,31,65,2,1,,,"也就是說：\r\n""開發中的專案"" 這個資料夾中的所有檔案\r\n都會被 Git 追蹤",FALSE,Block,Normal,,,,,,1385.139;563.9993
NPC_31_66,31,66,2,2,,crossing,"接著是 ""暫存區域"" (Staging area)\r\n這個區域在 ""工作目錄"" 和 "".git"" 資料夾之間\n擔任了橋樑的角色",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""crossing"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1384.588;635.2592
NPC_31_67,31,67,2,1,,gitFileIcon,"實際上，""存儲庫"" 指的就是 "".git"" 資料夾\r",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gitFileIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1377.526;807.0585
NPC_31_68,31,68,2,2,,folder,"最後，我們有 ""存儲庫"" (Repository)\r\n由於我們在自己的電腦上建立了 Git 管理系統\r\n所以我們稱它為 ""本地存儲庫"" (Local Repository)",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""folder"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1375.892;767.7991
NPC_31_69,31,69,2,1,,,"您可以將提交的修改內容\n從 ""工作目錄"" 推送到 ""暫存區域""\r",FALSE,Block,Normal,,,,,,1380.16;667.8445
NPC_31_70,31,70,2,1,,book,"在接下來的關卡中\r\n我們將更詳細地介紹\n""暫存區域"" 和 ""本地存儲庫"" 這兩個區域\r",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""book"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1378.225;893.6367
NPC_31_71,31,71,2,1,,cloudUpload,"此外，當您完成了所有 Git 基礎教學關卡後\r\n我們將會更進一步的學習 ""遠端存儲庫"" 的概念",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cloudUpload"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1381.895;984.1313
NPC_31_73,31,73,2,1,,global,"那時，您將能夠把\n ""本地存儲庫"" 中的記錄上傳到網絡上！\r",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""global"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1379.483;1036.69
NPC_31_74,31,74,2,1,,tools,好了，在本關卡的最後\r\n讓我們再多加練習建立本地存儲庫吧！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""tools"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1382.51;1169.782
NPC_31_75,31,75,2,1,,shuffle,這次，系統將會從模擬背景資料庫中\r\n隨機選擇場景並生成！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""shuffle"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1381.479;1218.751
NPC_31_76,31,76,2,1,,lightBulb,透過關卡後半段的練習\r\n希望您可以更加熟悉指令的用途\r\n並學習如何解決問題！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""lightBulb"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1384.633;1278.973
NPC_31_77,31,77,2,1,,book,當您遇到困難時\r\n可以詢問我或者查閱遊戲手冊！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""book"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Hint/Particle/Show Particle"", ""Help Button"", ""Highlight Particle"");\nFSMEvent(""Hint/Particle/Show Particle"", ""GameManualButton"", ""Highlight Particle"");",,,,1384.633;1329.865
NPC_31_78,31,78,2,1,,happyFace,那麼，請加油吧！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1384.868;1379.865
NPC_31_79,31,79,2,1,,,"然後，再將確認的更改提交到到 "".git"" 資料夾中\r\n形成一個記錄",FALSE,Block,Normal,,,,,,1378.791;708.2556
NPC_31_80,31,80,2,1,,happyFace,這會是學習 Git 的一個重要階段！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1382.701;1082.928
NPC_31_81,31,81,2,1,,cmd,並且使用新的 Git 指令來操作它們,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1379.323;934.8455
NPC_34_0,34,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1362.878;24.12481
NPC_34_1,34,1,2,2,,file,"<color=red>第 2 步：</color>\n我們成功的開啟了 ""檔案管理"" 視窗\r\n並看到了這台電腦中的檔案",FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/1"") == ""success""","Variable[""ImageKey""] = ""file"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1183.45;304.4144
NPC_34_31,34,31,2,1,,,我們在下一個關卡裡面再來實際的操作系統吧！,FALSE,Block,Normal,,,,,,1476.625;2614.207
NPC_34_32,34,32,2,1,,happyFace,<color=red>第 3 步：</color>\n在備份好了第一版本的檔案後\r\n我們可以放心的精簡簡報的內容了,FALSE,Block,Normal,"CurrentQuestState(""Game Introduction/2"") == ""success""","Variable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,998.0697;474.8286
